0.0	-7.48
0.1	1.11
0.2	-4.3
0.30000000000000004	5.09
0.4	1.88
0.5	0.46
0.6000000000000001	-1.33
0.7000000000000001	7.01
0.8	6.06
0.9	5.07
1.0	-3.37
1.1	7.06
1.2000000000000002	4.99
1.3	2.18
1.4000000000000001	-0.81
1.5	-4.99
1.6	-3.69
1.7000000000000002	0.56
1.8	-2.55
1.9000000000000001	-2.12
2.0	10.37
2.1	2.38
2.2	-2.36
2.3000000000000003	-3.93
2.4000000000000004	-3.71
2.5	1.98
2.6	4.44
2.7	5.18
2.8000000000000003	5.79
2.9000000000000004	6.03
3.0	-0.44
3.1	7.17
3.2	4.14
3.3000000000000003	2.81
3.4000000000000004	-1.46
3.5	6.95
3.6	9.73
3.7	10.18
3.8000000000000003	6.09
3.9000000000000004	2.97
4.0	11.73
4.1000000000000005	9.65
4.2	13.24
4.3	12.94
4.4	7.29
4.5	1.49
4.6000000000000005	6.44
4.7	3.19
4.800000000000001	12.75
4.9	3.11
